Date	TimeOfDay	Type	SubType	Distance	DistanceUnit	Duration	Weight	WeightUnit	RestHR	AvgHR	MaxHR	Sleep	Calories	Quality	Effort	Weather	Temperature	TempUnit	Notes	Course	CourseSurface	CourseNotes	ShoeMake	ShoeModel	Size	System	ShoeSerial	ShoePrice	OverallPlace	FieldSize	GroupMinAge	GroupMaxAge	GroupPlace	GroupSize	GenderPlace	GenderSize	
2010-03-21	10:00 AM	Run	Race	26.20	Mile	4:20:12	108.0	lb									65	F	cramped up a lot. felt like shit after mile 18.  but finished strong the last mile.	LA Marathon			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00	4309	22299	25	29	197	1432	1068	9110
2010-03-27	10:14 AM	Run	Easy	3.29	Mile	0:30:22.52										Sunny,Humid	76	F	took it easy for the first run after the marathon. left bottom of foot hurt. bought foot roller dealy and got called out by the guy at tri on the run.  apparently, i haven't taken it to the next level.	cr90 out and back	Asphalt		Vibram	Five Fingers Sprint	40.00	Europe	Black	85.00								
2010-04-11	8:09 AM	Run	Tempo	3.26	Mile	0:24:16.56								4	7	Sunny,Humid	70	F	so my left arch hurt during the race and afterwards...	Run for the Rose			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00	81	563	20	29	2	89		
2010-04-25	8:44 AM	Run	Easy	3.85	Mile	0:36:24.62										Sunny,Humid	68	F	took it easy. right knee hurt as soon as i put my shoes on.  post run they are both a little sore.  as of right now ( 15 minutes after) no arch pain.  stayed on the grass.	Northfork Loop	Asphalt, Grass		Vibram	Five Fingers Sprint	40.00	Europe	Black	85.00								
2010-05-17	7:00 AM	Run	Easy	3.37	Mile	0:31:18	110.0	lb								Sunny,Humid	85	F	took it easy.  nothing hurt afterwards or during.  nice morning run.	Silvercreek Loop	Concrete		Vibram	Five Fingers Sprint	40.00	Europe	Black	85.00								
2010-05-22	8:59 PM	Run	Race	10.00	Kilometer	1:10:28.54	113.0	lb								Humid	80	F	Sooo...  i gave blood the tuesday before.  i had a freebird burrito on the drive up.  overall the run was pretty miserable. doing a trail race at night was quite possibly the worst idea ever.  no pain to talk about.  also a little sore the last day-ish.<br><br>watch says 6.38 race should have been 6.2<br>http://www.iaapweb.com/results/10/chupa.htm<br><br>44 <tab>Chang,Kamalah <tab>391 <tab>1:11:13.5 <tab>1:10:59.1 <tab>11:25 <br>	El Chupacabra de Houston			Salomon	XT Wings				80.00	155	363	1	99	44	160	44	160
2010-06-08	6:44 AM	Run	Easy	3.11	Mile	0:30:56.47				183	202					Overcast,Humid	80	F	no pain. heart rate was a little high.  legs and breathing felt okay.	cr90 out and back	Asphalt		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2010-06-11	6:30 AM	Bike	Default	5.68	Mile	0:32:03.71																	Specialized	2008 Rockhopper Comp				600.00								
2010-07-31	6:35 PM	Bike	Default	2.96	Mile	0:15:49.65																	Specialized	2008 Rockhopper Comp				600.00								
2010-08-11	6:42 PM	Bike	Default	6.41	Mile	0:29:21.51										Overcast,Humid	89	F	first real ride.  i didn't fall over :-p	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2010-08-21	2:00 PM	Run	Easy	2.42	Mile	0:20:06	113.0	lb								Sunny,Humid	95	F	8:37 to valahalla<br>6:54 beer break<br>11:29 to little woodrows	BON Running Club Hot Undies Run	Asphalt, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-08-22	9:52 AM	Bike	Default	6.31	Mile	0:31:34.22										Sunny	85	F	fell off again at the driveway.  at least both sides match now :-p	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2010-08-27	12:12 PM	Run	Hill	7.20	Mile	1:09:27.50										Overcast,PartlyCloudy	65	F	veronica lied to me and said that we were going on a nice easy run.  she tricked me with cider and beer and then she left me.  if all of my runs were this awful i would not be a runner.  i don't like veronica anymore.				ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-08-31	5:53 PM	Bike	Default	6.48	Mile	0:30:49.21														Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2010-09-04	9:18 AM	Bike	Default	6.37	Mile	0:30:30.24														Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2010-09-06	8:40 AM	Run	Easy	3.85	Mile	0:40:51.67										Humid,PartlyCloudy	80	F	legs felt awful.  that run was soooo not fun i guess i can't even blame the heat because it was not that hot. oh well.  	LOEE Loop	Concrete, Treadmill		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-09-07	7:24 AM	Run	Default	3.31	Mile	0:29:58.25										Overcast,Humid	80	F	nice easy run...				ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2010-09-09	6:26 PM	Bike	Default	6.37	Mile	0:28:17.07										Overcast,Humid	86	F	pretty good ride after an awful day...	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2010-09-11	8:36 AM	Bike	Default	6.38	Mile	0:26:31.04				154	174					Overcast,Humid	80	F	soo biked clockwise again.  inflated tires properly this time and the ride was waaay rougher.  no me gusta.	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2010-09-13	7:30 PM	Yoga	Default	0.00	Mile	1:15:00																														
2010-09-14	7:15 PM	Run	Easy	3.00	Mile	0:25:24	118.0	lb											10:56 warmup<br>2:16 stretch<br>14:28 home<br><br>sooo... 25:24	brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2010-09-18	8:32 AM	Bike	Default	6.42	Mile	0:25:50										Overcast,Humid	80	F	so, i felt pretty good.  might have to move the pack a little bit, i could see it chafing on long rides.  the weather was actually pretty nice today.	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2010-09-20	7:30 PM	Yoga	Default	0.00	Mile	1:15:00																														
2010-09-23	5:08 AM	Bike	Default	10.53	Mile	0:46:01.74										Humid	77	F	first ride with farshad.... mile one is off by about .25 miles sooo, i bumped it up.	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2010-09-27	7:30 PM	Yoga	Default	0.00	Mile	1:15:00																														
2010-10-02	12:38 PM	Bike	Default	4.15	Mile	0:17:59.13										Humid	85	F	short ride because fernando called and the brakes were rubbing.	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2010-10-04	7:30 PM	Yoga	Default	0.00	Mile	1:15:00	118.0	lb											basically did a headstand																	
2010-10-05	6:30 PM	Run	Easy	3.23	Mile	0:27:00	118.0	lb									75	F	ran with scott payne, felt better than the last one, but not great.	brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-10-06	5:58 PM	Bike	Default	6.37	Mile	0:25:55.80				158	173						78	F	sun was setting shanked my right foot boo! at least its starting to get cool here.	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2010-10-09	10:17 AM	Run	Easy	4.09	Mile	0:41:54.07	118.0	lb								Sunny	75	F	well, started off on the memorial loop.  then went to the mtb trails.  then tripped and fell and went home.  suck.	Memorial Loop	Track		Vibram	Five Fingers Sprint	40.00	Europe	Black	85.00								
2010-10-16	2:00 PM	Run	Easy	2.00	Mile	25:00:00	118.0	lb						5	5	Sunny	80	F	Green Dress Run.  Took it easy.  Running felt like crap.	BON Running Club Hot Undies Run	Asphalt, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-10-18	7:15 PM	Yoga	Default	0.00	Mile	1:15:00																														
2010-10-23	7:01 AM	Run	Race	9.96	Mile	1:50:20.23	118.0	lb						5	5	Overcast,Rain	65	F	took it easy and enjoyed the view... i know it wasn't going to be an impressive race :-p<br><br>veronica, had an awesome race though!<br><br>http://results.active.com/pages/displayNonGru.jsp?pubID=3&rsID=102088	Huntington Beach Distance Derby			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00	293	334	26	29	18	19	126	157
2010-11-25	7:00 AM	Run	Race	5.00	Kilometer	0:28:16.97	118.0	lb						6	6	Overcast	42	F	meh, went out i know i am out of shape.  it was kind of drizzly.  got mom and rashida to run!!<br>http://results.active.com/pages/displayNonGru.jsp?pubID=3&rsID=103935	Centreville Turkey Trot	Asphalt	http://www.runwashington.com/other/varunturkeytrotmap.html	ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00	1218	3294	20	29	127	450	404	1686
2010-12-15	7:00 PM	Run	Easy	3.23	Mile	0:30:00	118.0	lb									65	F	ran with scott payne.  had an awesome veggie delite before running.  so i took it easy	brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-12-18	10:26 AM	Bike	Default	6.20	Mile	0:20:03.17														Indoor Trainer			Schwinn	Fastback Elite				700.00								
2010-12-25	8:39 AM	Run	Easy	4.32	Mile	0:45:26.27	118.0	lb								Overcast,Windy	45	F	Merry Christmas!  I ran with some Bruno Mars and Travie McCoy.  The wind was ridiculous.	South Creek/Southfork Loop	Concrete, Grass		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-12-27	9:00 AM	Run	Easy	3.91	Mile	0:38:44.51	118.0	lb								Overcast,Windy	40	F	this run was really windy...	Northfork Loop	Asphalt, Grass		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2010-12-28	7:15 AM	Bike	Default	6.36	Mile	0:26:25.61	115.0	lb								Windy	58	F	first ride in a while.  the weather was a little windy but awesome otherwise.	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2010-12-30	8:06 AM	Run	Easy	3.85	Mile	0:40:59.08	118.0	lb								Overcast	63	F	sooo, i wore my favorite nb shorts and of course the chafed.  this sucks.	Northfork Loop	Asphalt, Grass		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2010-12-31	8:15 AM	Bike	Default	7.81	Mile	0:36:11.13	115.0	lb								Overcast,Humid	65	F	ride out...	LA Fitness-Fite			Schwinn	Fastback Elite				700.00								
2010-12-31	9:17 AM	Bike	Default	7.26	Mile	0:31:33.16													missing about .5 mile.... right side totally spasmed went into lower back.  last few miles were not fun.  and it started drizzling in the beginning of the ride.	LA Fitness-Magnolia	Concrete		Schwinn	Fastback Elite				700.00								
2011-01-02	4:07 PM	Run	Default	3.31	Mile	0:29:10.77	118.0	lb								Sunny	55	F	tried to push it... i think it was 14:30 out, and 14:40 back... there was also some walking... damn i am out of shape...	cr90 out and back	Asphalt		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-01-04	6:41 AM	Run	Easy	2.95	Mile	0:29:29.22	118.0	lb									55	F	left knee hurt a little... not cool.	Northfork-Morgan Out and Back			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-01-05	6:52 AM	Bike	Default	6.39	Mile	0:26:02.45										Overcast,Rain,Humid	68	F	pretty wet out today.  it was also a little drizzly during the ride.	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2011-01-15	6:19 AM	Run	Default	4.12	Mile	0:53:07.50	118.0	lb								Overcast,Humid	80	F	first day running in Negril.  Walked a little with mom.	Negril Tree House																
2011-01-17	6:53 AM	Run	Default	4.16	Mile	0:45:13.45										Overcast,Humid	80	F	more running on the beach :-)	Negril Tree House																
2011-01-18	6:45 AM	Run	Default	3.70	Mile	0:38:13.22										Sunny	80	F	last day in jamaica :-(	Negril Tree House																
2011-01-22	7:44 AM	Run	Easy	0.50	Mile	0:5:59.16				106	107						30	F	warm up for the race				ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-01-22	8:03 AM	Run	Race	5.00	Kilometer	0:24:38.34				77	122					Sunny	30	F	that stupid bitch stole my trophy.  otherwise just ran strong and felt good.<br><br>	Dawson Winter Dash			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00	13	67	20	29	1	4	1	20
2011-01-23	10:07 AM	Run	Default	6.23	Mile	1:24:10.55										Sunny	50	F	ran with scott payne.  felt really lazy.	Brazos Bend State Park			Salomon	XT Wings				80.00								
2011-01-30	7:35 AM	Run	Race	3.17	Mile	0:25:10.76								4	4	Rain	65	F	ran in retired shoes.  the course was utterly boring	EL Paso 5k			ASICS	Gel-DS Trainer 12	9.50	US/Canada		66.00	225	2970	25	29	6	271	50	1705
2011-02-05	12:44 PM	Run	Default	6.00	Mile	1:00:33.67											60	F	hmmm... i am pretty out of shape... oh wells.	Memorial Loop	Track		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-02-08	6:30 PM	Run	Easy	3.10	Mile	0:27:00	118.0	lb									45	F	ran with scott payne.  felt pretty good.   27 includes stops.	brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-02-13	10:08 AM	Bike	Default	12.75	Mile	0:54:15.16										Sunny	60	F	well it got windy, and my back started hurting.  but it was nice to get out on the bike again.	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2011-02-15	7:00 PM	Run	Easy	3.00	Mile	0:27:00											65	F	meh, felt okay.	brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-02-19	1:30 PM	Bike	Default	11.00	Mile	1:30:00											80	F	biked with scott and elizabeth.  it was the first time with clips and i didn't fall.  but i did hook my foot a couple of time :-p	ho chi minh trails			Specialized	2008 Rockhopper Comp				600.00								
2011-02-20	1:27 PM	Run	Long	12.01	Mile	2:33:09.36										Overcast,Windy,Humid			it was windy, i am out of shape, i just walked a lot.  lost my phone. no real pain.  legs were pretty dead from biking yesterday.	Memorial 12 miler	Asphalt, Concrete	W Memorial Loop Around<br>R on Memorial to Woodway Dr.<br>L on W Loop S<br>L Post Oak<br>L S. Post Oak (T intersection)<br>R Briar Hollow Ln<br>L S. Briar Hollow Ln<br>R E. Briar Hollow Ln<br>L. San Felipe<br>L. Willowick<br>L W Lane (up one block), turns into Iverness<br>L Willowick<br>L Inwood<br>L Chilton<br>L Denman<br>R Kirby (to Allen Pkwy)<br>L Waugh<br>(stay around park)<br>R Jackson Hill<br>L Scotland<br>R Snover<br>L Feagan<br>R Roy<br>L Blossom<br>L Cowen (follow loop around)<br>L Blossom<br>L Crestwood<br>R Memorial<br>R Memorial Loop<br><br><br><br><br><br>	ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-02-21	5:03 AM	Bike	Default	6.52	Mile	0:32:19.10											65	F	got a little lost. then found it.	Cosmic Fitness			Schwinn	Fastback Elite				700.00								
2011-02-21	5:30 AM	Crossfit	Default	0.00	Mile	0:45:00	118.0	lb											WOD:<br>run<br>15-12-9<br>pushups<br>situps<br>squats<br>run<br><br>dogged it.  the lags are a little heavy from all of the recent workouts.																	
2011-02-22	5:09 AM	Bike	Default	5.47	Mile	0:24:15.44										Rain	65	F	it was misting and foggy both ways.  more misty coming back home.	Cosmic Fitness			Schwinn	Fastback Elite				700.00								
2011-02-22	5:30 AM	Crossfit	Default	0.00	Mile	0:0:00	118.0	lb											5! pushups, sit ups, squats<br><br>6 sets of 5, dead-lift, shoulder presses																	
2011-02-28		Crossfit	Default	0.00	Mile	0:0:00	118.0	lb											run<br>15 lunges<br>20 jump pull ups																	
2011-02-28	5:08 AM	Bike	Default	5.71	Mile	0:24:46.13														Cosmic Fitness			Schwinn	Fastback Elite				700.00								
2011-03-01	5:11 PM	Bike	Default	5.72	Mile	0:25:08.16														Cosmic Fitness			Schwinn	Fastback Elite				700.00								
2011-03-01	5:30 PM	Crossfit	Default	0.00	Mile	0:0:00	118.0	lb											45 singles (20 singles 10 double)<br>10 swings<br>5 knees to elbows																	
2011-03-03	5:30 AM	Crossfit	Default				118.0	lb											10 wall balls<br>5 burps<br>x5<br>no biking today.																	
2011-03-08		Crossfit	Default	0.00	Mile	0:45:00	113.0	lb																												
2011-03-08	5:07 AM	Bike	Default	5.60	Mile	0:25:26.07														Cosmic Fitness			Schwinn	Fastback Elite				700.00								
2011-03-08	7:30 PM	Run	Easy	3.23	Mile	0:28:00	113.0	lb												brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-03-10	5:30 AM	Crossfit	Default	0.00	Mile	0:45:00	113.0	lb																												
2011-03-12		Run	Easy	3.23	Mile	0:29:00	113.0	lb											Shamrock Shuffle	brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-03-17	7:42 AM	Run	Default	3.44	Mile	0:32:27.12	113.0	lb												Silvercreek Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-03-20	9:45 AM	Run	Race	26.20	Mile	4:38:03.83								5		Rain,Windy	60	F	took a pee break a mile 21.  met my goal of 2 hours at the half.  rained cats and dogs the whole time.  Actual HPS distance was 26.41<br><br>Bib  <tab>FName  <tab>LName  <tab>City  <tab>State  <tab>Country  <tab>Div  <tab>Age  <tab>Sex  <tab>ChipTime  <tab>ClockTime  <tab>Overall  <tab><br>8616 <tab>Kamalah <tab>Chang <tab>Pearland <tab>TX <tab><tab>WOMEN 25 TO 29 <tab>27 <tab>F <tab>04:42:01 <tab>04:43:31 <tab>7118 <tab>1	LA Marathon			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00	7118	19890	25	29	350	1214	1753	7835
2011-03-29	7:00 AM	Run	Easy	3.23	Mile	0:29:00	113.0	lb												brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-04-10	7:59 AM	Run	Race	3.08	Mile	0:24:52.82	113.0	lb											meh, super hungover.  with 3 hours of sleep its amazing i got up in the first place.  oh wells.	Run for the Rose			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00	139	548	20	29	13	62		
2011-04-25	8:05 AM	Run	Default	3.47	Mile	0:34:11.39	108.0	lb											also, don't remember this one.  i am assuming i did not feel good seeing as how i ran really slow...	Silvercreek Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-05-07	9:15 AM	Run	Default	3.45	Mile	0:31:28.33	108.0	lb											gps is a little screwy on this one because i turned the watch on in cali... don't really remember the run though.	Silvercreek Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-05-13	6:22 PM	Run	Default	7.57	Mile	1:08:11.01	108.0	lb											ran through golden gate park with vero sovero.  she mentioned something like 5.5 miles, which i was like yeah lets do it.  then about 6 miles in i was soooo over it.  but then we got beer eventhough veronica looked like a 12 year old.  there was this not fun hill right at the end.  whatevs, good run overall.				ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-05-15	9:26 AM	Run	Race	12.00	Kilometer	1:22:23.59	108.0	lb											there were sooooooooooooooo many people.  i cannot believe our last  mile was not faster.  xiaoyu jumped in around mile 3.5 but apparently we were really slow before that.  stopped and saw some buffalos, then xiaoyu passed us and me and vero had to sprint to pass the naked people and the cake and xiaoyu.  then we had to frickin walk like 4 miles back to meet mista jingles.<br><br>watch measured 7.57 miles	Bay to Breakers			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-05-17	5:59 PM	Run	Default	3.45	Mile	0:30:39	108.0	lb								Sunny,Humid	80	F	ran with scott payne.  amazingly this was the shortest run i have done in a while...	brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-05-29	8:23 AM	Run	Default	3.54	Mile	0:33:00	108.0	lb						5	5	Sunny,Humid	83	F	stopped the watch at the park and didn't turn it back on i missed a mile.  felt relatively crappy for such an easy run.  i am blaming it on the heat... and my lack of exercise.  suck.	Silvercreek Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-05-30	9:32 AM	Bike	Default	12.75	Mile	0:52:20.60	108.0	lb								Sunny,Windy,Humid	85	F	the wind sucked and i blame it for all of my slow miles.  my back hurt for the last 5 miles.  i hate road bikes.	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2011-05-31	6:16 PM	Run	Default	3.16	Mile	0:26:58.79	108.0	lb								Sunny,Humid	90	F	ran with jeanette hagan's martin and scott.  we pushed it a couple of the miles.  took out a girl who decided to cut to the inside when she was supposed to be running on the outside.  dumb ho.  felt pretty good despite the heat.	brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-06-01	6:36 AM	Run	Default	2.62	Mile	0:24:55.25	108.0	lb								Sunny,Humid	70	F	ugh, felt like shit.  i guess the passed few days have take something out of my legs.				ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-06-13	6:35 AM	Run	Default	3.46	Mile	0:29:21.21	108.0	lb								Sunny,Humid	76	F	felt pretty good.  ran counter clockwise.  the third mile was fun.  spent the last .46 cooling down.	Silvercreek Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-06-14	6:23 AM	Bike	Default	6.38	Mile	0:25:04.72	108.0	lb								Sunny,Humid	76	F	felt pretty good the entire way.	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2011-06-16	6:13 AM	Run	Default	3.46	Mile	0:29:49.19	108.0	lb								Sunny,Humid	73	F	third mile is fast counter clockwise.  but otherwise felt pretty good.  spent last .46 cooling down.	Silvercreek Loop	Concrete		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-06-17	5:36 AM	Run	Hill	4.66	Mile	0:45:31.66	108.0	lb								Sunny	80	F	first day back at will's hills:<br>Memorial & Shephard                  <br>Long Hills             <br>28 minutes            <br>1's, 2's, 3's<br><br>Did 2 out of the three on the third hill.  Didn't feel too bad.	Will's Hills			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-06-18	9:49 AM	Bike	Default	6.37	Mile	0:26:35.01	108.0	lb								Sunny,Windy,Humid	85	F	the slow miles were because of the ridiculous wind.  boo wind!	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2011-06-20	7:00 AM	Run	Interval	3.38	Mile	0:30:00	108.0	lb											5-4-3-2-1<br><br>10 minute warm up<br>Started at 8:30/8:00/7:30/7:00/6:30<br>5 minute cool down	LA Fitness			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-06-21	6:34 AM	Bike	Default	6.37	Mile	0:25:09.27	108.0	lb												Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2011-06-21	6:11 PM	Run	Default	3.62	Mile	0:33:31										Humid	95	F	boo! it was hot and my legs felt really heavy.  felt bad that martin had to leave me behind, because i was totally not feeling it.	brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-06-22	5:37 AM	Run	Default	2.89	Mile	0:31:44.41	108.0	lb											mark frasier workout.<br>12 minutes<br>1 minute break<br>12 minutes.	Will's Hills			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-06-24	5:34 AM	Run	Default	4.08	Mile	0:36:33.83	108.0	lb								Humid	80	F	cloverleafs shortcakes or something like that.  second half i was getting pretty tired.	wills hills			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-06-25	10:16 AM	Run	Default	2.46	Mile	0:23:25.19	108.0	lb								Humid,PartlyCloudy	90	F	the heat was not my friend.  did not feel very good an was worried about being able to drop off lunch for the guys at work.	Southfork Loop	Asphalt		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-06-27	5:34 AM	Run	Default	5.16	Mile	0:53:04.46	108.0	lb								Humid	85	F	Bat Cave          <br>1200 x 3           <br>700 & 500 x 2 Alternate <br><br>Felt pretty good during the entire workout.  the time includes the breaks.  so i think the pace was actually faster.  what evs... i guess i could wear two watches.  maybe next time.	Will's Hills			ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-06-28	6:12 PM	Run	Default	3.51	Mile	0:33:02										Sunny,Humid	95	F	lagged behind martin.  legs felt okay.  scott abandoned the run for an escape to valhalla for beers with vadim.  last interval was long because i forgot to stop handy runner, i have given my best estimate of the actual time. :-p	brian o'neills running club	Concrete, Trail		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Pink Laces	55.00								
2011-07-01	5:35 AM	Run	Default	5.00	Mile	0:43:00.24	108.0	lb								Humid	80	F	wills hills.  it was supposed to be one mile warmup, then 10 second faster miles.  started out aggresive then my legs died on me.  no bueno.	Memorial Loop	Track		ASICS	Gel-DS Trainer 12	9.50	US/Canada	Black Lace	55.00								
2011-07-04	7:24 AM	Run	Default	3.45	Mile	0:40:10.77	108.0	lb								Humid	80	F	wills hills. forgot so stop the watch.  got stuck behind the high school girls.  then got lostish,  also got a blister on the bottom of my left foot.  i like the xt wings in principle not so much in practice.	ho chi minh trails			Salomon	XT Wings				80.00								
2011-07-05	6:33 PM	Run	Default	3.44	Mile	0:29:02										Humid	85	F	tried out the the new new balance shoes.  ran with martin the first real mile ish.  the shoes felt good.  i can't believe i got dropped martin again.  suck.	brian o'neills running club	Concrete, Trail		New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-07-06	5:34 AM	Run	Default	4.50	Mile	0:39:48.51	108.0	lb								Humid	82	F	5 minute warmup<br>then 2 on 2 off for the other 25 minutes..<br><br>felt pretty good.  but took it easy overall.  didn't want to go too crazy before canada.	Will's Hills			New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-07-08	1:49 PM	Run	Default	5.00	Mile	0:45:00	108.0	lb											running some of the route around the sinister 7.  holy crap the hills are steep.				New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-07-09	10:31 PM	Run	Default	7.86	Mile	1:20:21.13	108.0	lb									60	F	first couple miles were slow because the route was un-runnable for the first 2 miles. then i had to search around in the dark looking for the trail.. but we won!!!!<br><br>http://www.sinister7.com/results/2011_draft_team_results.htm	Sinister 7 Leg 7			New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-07-16	7:05 PM	Run	Default	3.50	Mile	0:40:37.68	108.0	lb											it was dark and i was a little buzzed. legs just weren't filling it.	Boston			New Balance	WT101	9.50	US/Canada	LW Trail Runner	63.95								
2011-08-01	7:07 AM	Bike	Default	6.37	Mile	0:25:02.15	108.0	lb									0	F	weather was great and no wind.	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2011-08-02	6:38 PM	Run	Default	3.55	Mile	0:33:52														brian o'neills running club	Concrete, Trail															
2011-08-04	6:55 AM	Bike	Default	6.37	Mile	0:24:42	108.0	lb									80	F	watch died.  weather was good. needed to get to work.	Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2011-08-20	8:31 AM	Bike	Default	6.37	Mile	0:24:47.27	108.0	lb												Bike Loop	Asphalt		Schwinn	Fastback Elite				700.00								
2011-08-21	9:02 AM	Bike	Default	7.04	Mile	0:28:25.28	108.0	lb								Sunny,Humid	85	F	ride out was good.	LA Fitness New Route			Schwinn	Fastback Elite				700.00								
2011-08-21	10:22 AM	Bike	Default	7.01	Mile	0:32:22.52	108.0	lb								Sunny,Humid	90	F	definitely hotter at 10:30.  and did a little running.	LA Fitness New Route			Schwinn	Fastback Elite				700.00								
